Lp.;Nazwa Muzeum;Kod pocztowy;MiejscowoúÊ;Gmina;Powiat;WojewÛdztwo;ul./Aleja/Plac/;Ulica;Numer domu;Numer lokalu;Kod pocztowy (adres pocztowy jeúli nie wystÍpuje w komÛrkach C1-G1);MiejscoúÊ (adres dodatkowy );ul./Aleja/Plac (adres dodatkowy);Ulica i numer domu (adres dodatkowy);Numer domu (adres dodatkowy;Numer lokalu (adres dodatkowy);Nazwa Organizatora/ Za≥oøyciela;Nazwa Organizatora I/ Za≥oøyciela;Nazwa Organizatora II/ Za≥oøyciela;Nazwa Organizatora III/ Za≥oøyciela;Data wpisu do PaÒstwowego Rejestru MuzeÛw (dotyczy Muzeum wpisanego do PaÒstwowego Rejestru MuzeÛw);Status muzeum;Data wykreúlenia z rejestru;zakoÒczenie procesu organizacji
853;Muzeum Regionalne w HandzlÛwce;37-123;HandzlÛwka;HandzlÛwka;≥aÒcucki;PODKARPACKIE;ul.;HandzlÛwka;107;;;;;;;;Stowarzyszenie Promocji i Rozwoju Wsi HandzlÛwka ;;;;;Utworzone przez osoby prawne;;
854;Muzeum Regionalne w Krokowej;84-100;Krokowa;Swarzewo;pucki;POMORSKIE;ul.;Zamkowa;1;;;;;;;;Fundacja Europejskie Spotkania Kaszubskie Centrum Kultury Krokowa;;;;;Utworzone przez osoby prawne;;
855;Muzeum Regionalne w Pilünie;39-220;Pilzno;Pilzno;dÍbicki;PODKARPACKIE;ul.;Petrycego;8;;;;;;;;Dom Kultury w Pilünie ;;;;;Utworzone przez osoby prawne;;
856;Muzeum Regionalne w Suszu (w organizacji);14-240;Susz;Susz;i≥awski;WARMI—SKO-MAZURSKIE;ul.;M. Kopernika;15;;;;;;;;"Stowarzyszenie Historyczno-Badawcze ""Galea""";;;;;Utworzone przez osoby prawne;;
857;Muzeum Rodziny DohnÛw w G≥adyszach (w organizacji);00-895;Warszawa;Warszawa;m.st. Warszawa ;MAZOWIECKIE;ul.;Bia≥a;4;;;;;;;;Fundacja Odbudowy ZabytkÛw Warmii;;;;;Utworzone przez osoby prawne;;
858;Muzeum Romanowscy w organizacji z†siedzibπ w Poznaniu ;61-407;PoznaÒ;PoznaÒ (PoznaÒ-Wilda);m. PoznaÒ;WIELKOPOLSKIE;ul.;Franciszka Witaszka;4;;;;;;;;Fundacja Romanowscy ;;;;;Utworzone przez osoby prawne;;
859;Muzeum Sali BHP Stoczni GdaÒskiej (w organizacji);80-864;GdaÒsk;GdaÒsk;m. GdaÒsk;POMORSKIE;ul.;Ks. Jerzego Popie≥uszki;6;;;;;;;;Fundacja Promocji Solidarnoúci z siedzibπ w GdaÒsku;;;;;Utworzone przez osoby prawne;;
860;Muzeum Spraw Wojskowych w†Krakowie ;30-698;KrakÛw;KrakÛw (KrakÛw-PodgÛrze);m. KrakÛw;MA£OPOLSKIE;ul.;Sawiczewskich;46;;;;;;;;Fundacja ,,Gloria Fortibusî;;;;;Utworzone przez osoby prawne;;
861;Muzeum SprzÍtu Militarnego w Strzegomiu (w organizacji);58-150;Strzegom;Strzegom;úwidnicki;DOLNOåL•SKIE;ul. ;Tadeusza Koúciuszki;2;113;;;;;;;Grupa Rekonstrukcji Historycznej Muzeum SprzÍtu Militarnego Strzegom;;;;;Utworzone przez osoby prawne;;
862;Muzeum Sue Ryder ;00-588;Warszawa (Rogatka Mokotowska);Warszawa (årÛdmieúcie);m. st. Warszawa;MAZOWIECKIE;Plac;Uni Lubelskiej;3;;;;;;;;Fundacja Sue Ryder ;;;;;Utworzone przez osoby prawne;;
863;Muzeum Sztuki Drukarskiej i Papiernictwa im. Fiola i Fiodorowa w Supraúlu (w organizacji);16-030;Supraúl;Supraúl;bia≥ostocki;PODLASKIE;ul.;Klasztorna;1;;;;;;;;Muzeum Sztuki Drukarskiej i Papiernictwa im. Fiola i Fiodorowa sp. z o.o.;;;;;Utworzone przez osoby prawne;;
864;Muzeum Sztuki Jana Wa≥acha;43-470;Istebna;Istebna;cieszyÒski;åL•SKIE;;;;;;;;;;;Muzeum i Stowarzyszenie im. Artysty Jana Wa≥acha w Istebnej;;;;;Utworzone przez osoby prawne;;
865;Muzeum Sztuki Ksiπøki;75-120;Koszalin;Koszalin;m. Koszalin;ZACHODNIOPOMORSKIE;ul.;SzczeciÒska;1;;;;;;;;wewnÍtrzna jednostka organizacyjna Wydawnictwa Artystycznego Kurtiak i Ley;;;;;Utworzone przez osoby prawne;;
866;Muzeum Sztuki Reduktywnej;59-850;åwieradÛw ZdrÛj;åwieradÛw-ZdrÛj;lubaÒski;DOLNOåL•SKIE;ul.;Pi≥sudskiego;29;;;;;;;;Fundacja Gerarda na Rzecz Sztuki WspÛ≥czesnej;;;;;Utworzone przez osoby prawne;;
867;Muzeum ålπskiej Bitwy o Paliwo Blechhammer 1944 w KÍdzierzynie-Koülu (w organizacji);47-225;KÍdzierzyn-Koüle;KÍdzierzyn-Koüle;kÍdzierzyÒsko-kozielski ;OPOLSKIE;ul.;Wyzwolenia;7;;;;;;;;Stowarzyszenie Blechhammer-1944;;;;;Utworzone przez osoby prawne;;
868;Muzeum Tadeusza Kantora w Krakowie ;30-527;KrakÛw;KrakÛw;KrakÛw;MA£OPOLSKIE;ul.;NadwiúlaÒska;44231;;;;;;;;Oúrodek Dokumnetacji Sztuki Tadeusza Kantora CRICOTEKA;;;;;Utworzone przez osoby prawne;;
869;Muzeum Techniki i Sztuki Wojennej (w organizacji);87-400;Golub-DobrzyÒ Ostrowite;Golub-DobrzyÒ;golubsko-dobrzyÒski;KUJAWSKO-POMORSKIE;;;;;;;;;;;Stowarzyszenie na Rzecz Rekonstrukcji Chorπgwi Kujawskiej;;;;;Utworzone przez osoby prawne;;
870;Muzeum Techniki i Uzbrojenia Stowarzyszenia Strzelecko Kolekcjonerskiego Olimp w Olimpinie (w organizacji);86-061;Olimpin;Brzoza;bydgoski;KUJAWSKO-POMORSKIE;ul.;£πkowa;11;;;;;;;;Stowarzyszenie Strzelecko - Kolekcjonerskie Olimp ;;;;;Utworzone przez osoby prawne;;
871;Muzeum Techniki i Uzbrojenia Wojskowego w Kaliszu przy Stowarzyszeniu Strzeleckim ,,Bellonaî (w organizacji);62-800;Kalisz;Kalisz;m. Kalisz;WIELKOPOLSKIE;ul.;Konopnickiej;2-;4;;;;;;;Stowarzyszenie Strzeleckie ,,Bellonaî;;;;;Utworzone przez osoby prawne;;
872;Muzeum Techniki Militarnej i Historii Pomorza w K≥aninie (w organizacji);84-107;K≥anino;K≥anino;pucki;POMORSKIE;;K≥anino;2;;;;;;;;"Fundacja ""EXERCITUS""";;;;;Utworzone przez osoby prawne;;
873;Muzeum Techniki Militarnej Riese;57-450;Ludwikowice;Ludwikowice K≥odzkie;k≥odzki;DOLNOåL•SKIE;ul.;Fabryczna;37d;;;;;;;;Stowarzyszenie Riese;;;;;Utworzone przez osoby prawne;;
874;Muzeum Techniki Militarnej w†Warszawie (w organizacji);02-484;Warszawa;Warszawa (W≥ochy);m. st. Warszawa;MAZOWIECKIE;ul.;Na KraÒcu;107;;;;;;;;Fundacja Ochrony ZabytkÛw Techniki Wojskowej ;;;;;Utworzone przez osoby prawne;;
875;Muzeum Techniki Rolniczej w Bierkowie (w organizacji);76-206;Bierkowo;S≥upsk;m. S≥upsk;POMORSKIE;ul.;Grodzka;168;;;;;;;;Fundacja Techniki Rolniczej;;;;;Utworzone przez osoby prawne;;
876;Muzeum Techniki Wojskowej w Szczecinie ;71-806;Szczecin;Szczecin;Szczecin;ZACHODNIOPOMORSKIE;ul.;StrzelcÛw Karpackich;15;;;;;;;;"Fundacja Edukacji Strzeleckiej i Historycznej ""Semper Parati""";;;;;Utworzone przez osoby prawne;;
877;Muzeum Techniki Wojskowej ,,GRYFî;84-242;DπbrÛwka;Luzino;wejherowski;POMORSKIE;ul.;pp≥k. Ryszarda Lubowiedzkiego;2;;;;;;;;Fundacja Historyczna ,,Gryfî;;;;;Utworzone przez osoby prawne;;
878;Muzeum Techniki Wojskowej i Tradycji Jednostki Strzeleckiej 4008 £Ûdü;91-735;£Ûdü;£Ûdü (£Ûdü-Ba≥uty);m. £Ûdü;£”DZKIE;ul.;èrÛd≥owa;52;;;;;;;;Stowarzyszenie Jednostka Strzelecka 4008 £Ûdü;;;;;Utworzone przez osoby prawne;;
879;Muzeum Techniki Wojskowej przy Stowarzyszeniu Mi≥oúnikÛw SprzÍtu Pancernego ÑSKOTî w årodzie Wielkopolskiej ;63-000;åroda Wielkopolska;Dominowo;úredzki;WIELKOPOLSKIE;ul.;Marcinkowskiego;17;;;;;;;;Stowarzyszenie Mi≥oúnikÛw SprzÍtu Pancernego ÑSKOTî w årodzie Wielkopolskiej ;;;;;Utworzone przez osoby prawne;;
880;Muzeum Tercetu Egzotycznego w Lubiniu (w organizacji);64-010;KrzywiÒ;Jerka;koúciaÒski;WIELKOPOLSKIE;ul.;Mickiewicza;3;;;;;;;;Stowarzyszenie Oliwskie S≥oneczko z siedzibπ w Lubiniu;;;;;Utworzone przez osoby prawne;;
881;Muzeum Tradycji i Techniki w organizacji ;86-260;Unis≥aw ;Unis≥aw ;che≥miÒski;KUJAWSKO-POMORSKIE;ul. ;Ogrodowa ;6;;;;;;;;"Stowarzyszenie ,,Towarzystwo Sportowo- Kolekcjonerskie"" z siedzibπ w miejscowoúci Unis≥aw ";;;;;Utworzone przez osoby prawne ;;
882;Muzeum Tradycji Kolejowej w†WÍgorzewie ;11-600;WÍgorzewo;WÍgorzewo;wÍgorzewski;WARMI—SKO-MAZURSKIE;ul.;Jaracza;4;;;;;;;;Fundacja ,,Dziedzictwo Naszeî;;;;;Utworzone przez osoby prawne;;
883;Muzeum Tradycji Rybactwa StawÛw Milickich i Doliny Baryczy (w†organizacji);56-300;Milicz;CieszkÛw;milicki;DOLNOåL•SKIE;;Ruda Su≥owska;20;;;;;;;;SpÛ≥ka Akcyjna Stawy Milickie z siedzibπ w†Rudzie Su≥owskiej ;;;;;Utworzone przez osoby prawne;;
884;Muzeum Transportu Kolejowego Bocznicy PastuchÛw (w organizacji);58-140;Jaworzyna ålπska;Jaworzyna ålπska;úwidnicki ;DOLNOåL•SKIE;ul. ;Koúcielna;4;2;;;;;;;Stowarzyszenie Mi≥oúnikÛw Kolei w Jaworzynie ålπskiej ;;;;;Utworzone przez osoby prawne ;;
885;Muzeum Twierdzy Modlin w Nowym Dworze Mazowieckim;05-160;Nowy DwÛr Mazowiecki;Nowy DwÛr Mazowiecki (Modlin-Twierdza);nowodworski;MAZOWIECKIE;ul.;Bema;200C;;;;;;;;Fundacja Nasza Historia ;;;;;Utworzone przez osoby prawne;;sprawa DDK-WM.603.16.2021
886;Muzeum Twierdzy Przemyúl (w†organizacji);37-700;Przemyúl;Przemyúl;m. Przemyúl;PODKARPACKIE;ul.;Katedralna;6;;;;;;;;Stowarzyszenie 3 Historycznego Galicyjskiego Pu≥ku Artylerii Fortecznej im. KsiÍcia Kinskyíego z siedzibπ w Przemyúlu;;;;;Utworzone przez osoby prawne;;
887;Muzeum Uniwersytetu JagielloÒskiego;31-010;KrakÛw;KrakÛw (KrakÛw-årÛdmieúcie);m. KrakÛw;MA£OPOLSKIE;ul.;JagielloÒska;15;;;;;;;;Uniwersytet JagielloÒski;;;;2011-07-15;Utworzone przez osoby prawne;;
888;Muzeum Uzbrojenia w Stanis≥awowie (w organizacji);59-424;Stanis≥awÛw nr 41;Jawor;jaworski;DOLNOåL•SKIE;;"Baza Lotnicza ,,Baryt""";;;;;;;;;Jednostka Poszukiwawczo-Ratownicza w†Z≥otoryi;;;;;Utworzone przez osoby prawne;;
889;Muzeum Wa≥u Pomorskiego i Militarnej Historii Pomorza w Szczecinku ;78-400;Szczecinek;ØÛ≥tnica;szczecinecki;ZACHODNIOPOMORSKIE;ul.;Koúciuszki;93;;;;;;;;OgÛlnopolskie Stowarzyszenie Turystyczno Historyczne Jazda 4x4;;;;;Utworzone przez osoby prawne;;
890;Muzeum Wa≥u Pomorskiego w Wa≥czu (w organizacji) ;78-600;Wa≥cz;Miros≥awiec;wa≥ecki;ZACHODNIOPOMORSKIE;ul.;Wojska Polskiego;99;19;;;;;;;Stowarzyszenie Grup Warownych Pojezierza Wa≥eckiego ;;;;;Utworzone przez osoby prawne;;
891;Muzeum Witraøu;31-111;KrakÛw;KrakÛw (KrakÛw-årÛdmieúcie);m. KrakÛw;MA£OPOLSKIE;Aleja;KrasiÒskiego;23;;;;;;;;Krakowski zak≥ad WitraøÛw S.G. ØeleÒski Sp. z o.o.;;;;;Utworzone przez osoby prawne;;
892;Muzeum Wydzia≥u Nauk o Ziemi Uniwersytetu ålπskiego w Katowicach;41-200;Sosnowiec;Sosnowiec;m. Sosnowiec;åL•SKIE;ul.;BÍdziÒska;60;;;;;;;;Uniwersytet ålπski w Katowicach ;;;;;Utworzone przez osoby prawne;;
893;Muzeum ÑZamek Roztokaî w Roztoce (w organizacji) ;58-173;Roztoka;Dobromierz;úwidnicki;DOLNOåL•SKIE;ul.;Zamkowa;3;;;;;;;;Fundacja Zamek Roztoka-Ocalic od Zapomnienia;;;;;Utworzone przez osoby prawne;;
894;Muzeum Zamek w Rydzynie (w†organizacji);64-130;Rydzyna;Rydzyna;leszczyÒski;WIELKOPOLSKIE;pl.;Zamkowy;1;;;;;;;;Stowarzyszenie InøynierÛw i TechnikÛw MechanikÛw Polskich z siedzibπ w†Warszawie ;;;;;Utworzone przez osoby prawne;;
895;Muzeum-Zamek w Baranowie Sandomierskim;39-450;BaranÛw Sandomierski;BaranÛw Sandomierski;tarnobrzeski;PODKARPACKIE;ul.;Zamkowa;20;;;;;;;;Agencja Rozwoju Przemys≥u S.A. w†Warszawie;;;;;Utworzone przez osoby prawne;;
896;Muzeum Zamku w Chudowie;44-177;PaniÛwki;Giera≥towice;gliwicki;åL•SKIE;ul.;Podzamcze;6 (ChudÛw);;;;;;;;Fundacja ,,Zamek ChudÛwî;;;;;Utworzone przez osoby prawne;;
897;Muzeum Zespo≥u Budownictwa Drewnianego im. JÛzefa Øaka w Zawoi - Markowe RÛwienki;34-222;Markowe RÛwienki;Zawoja;suski;MA£OPOLSKIE;;Zawoja;76;;;;;;;;"Oddzia≥ Polskiego Towarzystawa Turystyczno-Krajoznawczego ""Ziemia BabiogÛrska"" im. Prof.. Dr. Walerego Goetla w Suchej Beskidzkiej";;;;;Utworzone przez osoby prawne;;
898;Muzeum-ZespÛ≥ Zamkowy w Niedzicy;34-441;Niedzica;Niedzica;nowotarski;MA£OPOLSKIE;ul.;Niedzica-Zamek;1;;;;;;;;Stowarzyszenie HistorykÛw Sztuki;;;;;Utworzone przez osoby prawne;;
899;Muzeum Ziemi Braniewskiej;15-500;Braniewo;Braniewo;braniewski;WARMI—SKO-MAZURSKIE;ul.;GdaÒska;19;;;;;;;;Towarzysto Mi≥oúnikÛw Braniewa;;;;;Utworzone przez osoby prawne;;
900;Muzeum Ziemi Pomorskiej w Siemczynie (w organizacji) ;78-551;Siemczyno;Czaplinek;drawski;ZACHODNIOPOMORSKIE;;Siemczyno;82;;;;;;;;Henrykowskie Stowarzyszenie w Siemczynie;;;;;Utworzone przez osoby prawne;;
901;Muzeum Ziemi Reskiej w Resku (w organizacji) ;72-315;Resko;Resko;≥obeski;ZACHODNIOPOMORSKIE;ul.;Wojska Polskiego;16;;;;;;;;Centrum Kultury w Resku;;;;;Utworzone przez osoby prawne;;
902;Muzeum Ziem NadbuøaÒskich ñ ZespÛ≥ Pa≥acowy OssoliÒskich SterdyÒ (w organizacji);08-320;SterdyÒ;SterdyÒ;soko≥owski;MAZOWIECKIE;ul.;Koúcielna;43;;;;;;;;Fundacja Patriotyzm i Niepodleg≥oúÊ Naszych Ziem ;;;;;Utworzone przez osoby prawne;;
903;Muzeum Øo≥nierzy WyklÍtych i WiÍüniÛw Politycznych PRL;02-521;Warszawa;Warszawa (MokotÛw);m. st. Warszawa;MAZOWIECKIE;ul.;Rakowiecka;37a;;;;;;;;Muzeum dzia≥a w strukturze organizacyjnej Centralnego Zarzπdu S≥uøby WiÍziennej ;;;;;Utworzone przez osoby prawne;;
904;Muzeum Øywej Historii (w organizacji);72-010;Police;Police;policki;ZACHODNIOPOMORSKIE;ul.;Us≥ugowa;1a;;;;;;;;"Stowarzyszenie Historyczne ""549""";;;;;Utworzone przez osoby prawne;;
905;Oúrodek Dokumentacji i Historii Ziemi Ømigrodzkiej - Muzeum im. Leona KarciÒskiego w Nowym Ømigrodzie (w organizacji);38-230;Nowy ØmigrÛd;Nowy ØmigrÛd;jasielski;PODKARPACKIE;ul.;Dukielska;1;;;;;;;;Towarzystwo Mi≥oúnikÛw Nowego Ømigrodu;;;;;Utworzone przez osoby prawne;;
906;Pa≥uckie Muzeum Techniki Wojskowej i†Uzbrojenia w Kowalewku;89-240;Kcynia Kowalewko;Kcynia;nakielski;KUJAWSKO-POMORSKIE;;;28;;;;;;;;Jednostka Ratownictwa Medycznego w†Kowalewku ;;;;;Utworzone przez osoby prawne;;
907;Pilskie Muzeum Wojskowe (w†organizacji);64-920;Pi≥a;Pi≥a;pilski;WIELKOPOLSKIE;ul.;Chojnicka;1;6;;;;;;;Pilskie Stowarzyszenie Historyczno-Militarne;;;;;Utworzone przez osoby prawne;;
908;Podkarpackie Muzeum Konia imieniem BASK (w organizacji);37-122;Albigowa ;£aÒcut ;≥aÒcucki;PODKARPACKIE;;;300;;;;;;;;Fundacja BASK;;;;;Utworzone przez osoby prawne ;;
909;Podlaskie Muzeum MilitariÛw w Bia≥ymstoku (w organizacji);15-740;Bia≥ystok;Bia≥ystok;m. Bia≥ystok;PODLASKIE;ul.;Antoniukowska;11;;;;;;;;"Stowarzyszenie PasjonatÛw Historii Ziemi Podlaskiej oraz KolekcjonerÛw MilitariÛw ""Grupa WschÛd""";;;;;Utworzone przez osoby prawne;;
910;Øywe Muzeum Piernika;87-100;ToruÒ;ToruÒ;ToruÒ;KUJAWSKO-POMORSKIE;ul.;RabiaÒska;9;;;;;;;;"TO-TUR ToruÒska Turystyka Eløbieta Olszewska; DOM LEGEND";;;;;Utworzone przez osoby prawne;;
911;Muzeum Obywatela XX wieku w Elblπgu (w organizacji);82-300;Elblπg;Elblπg;elblπski;WARMI—SKO-MAZURSKIE;ul.;GiermkÛw;28;15;;;;;;;Piotr KukliÒski;;;;;Utworzone przez osoby fizyczne;;
912;Muzeum Motoryzacji PRL w £omnicy (w organizacji);58-340;£omnica;G≥uszyca;wa≥brzyski;DOLNOåL•SKIE;ul.;Sudecka;9;;;;;;;;£ukasz Pawlik;;;;;Utworzone przez osoby fizyczne;;
913;Muzeum Motoryzacji I Techniki w Krakowie (w organizacji);31-271;KrakÛw;KrakÛw;m. KrakÛw;MA£OPOLSKIE;ul.;Krowoderskich ZuchÛw;26;75;;;;;;;Olgierd ZiÍbliÒski;;;;;Utworzone przez osoby fizyczne;;
914;Muzeum Politechniki £Ûdzkiej w £odzi;90-924;£Ûdü;£Ûdü;m. £Ûdü;£”DZKIE;ul.;Øeromskiego;116;A19;;;;;;;Politechnika £Ûdzka;;;;;Utworzone przez osoby prawne;;
915;Muzeum Motoryzacji i Techniki Rolniczej w Pruszkowie (w organizacji) ;05-800;PruszkÛw;PruszkÛw;pruszkowski;MAZOWIECKIE;ul.;Duchnicka ;14;;;;;;;;Piotr PrÍdkiewicz;;;;;Utworzone przez osoby fizyczne;;
916;Muzeum Motoryzacji i Techniki Militarnej w Katowicach (w organizacji);41-500;ChorzÛw;Katowice;Katowice;åL•SKIE;ul.;Dπbrowskiego;60;8;;;;;;;Grzegorz Murak;;;;;Utworzone przez osoby fizyczne;;
917;Muzeum Stalowa Historia w Rzeszowie (w organizacji) ;35-083;RzeszÛw;RzeszÛw;rzeszowski;PODKARPACKIE;ul.;Kresowa;31D;;;;;;;;Fundacja Stalowa Historia;;;;;Utworzone przez osoby prawne;;
918;Muzeum Techniki Militarnej w Tarnowskich GÛrach (w organizacji);42-603;Tarnowskie GÛry;Tarnowskie GÛry;Tarnowskie GÛry;åL•SKIE;ul.;Jaworowa;58;;;;;;;;Marek Pilarek;;;;;Utworzone przez osoby fizyczne;;
919;Muzeum Fabryki Norblina w Warszawie (w organizacji);00-841;Warszawa;Warszawa;warszawski;MAZOWIECKIE;ul.;Øelazna;51;53;;;;;;;ARTN SpÛ≥ka sp. z o.o.z siedzibπ w Warszawie;;;;;Utworzone przez osoby prawne;;
920;Muzeum ñ Miejsce PamiÍci KL Plaszow w Krakowie. Niemiecki nazistowski obÛz pracy i obÛz koncentracyjny (1942 - 1945) (w organizacji);31-011;KrakÛw;KrakÛw;m. KrakÛw;MA£OPOLSKIE;ul.;Rynek G≥Ûwny;35;;;;;;;;Minister Kultury, Dziedzictwa Narodowego i Sportu;Gmina Miejska KrakÛw;;;;WspÛ≥prowadzone wpisane do rejestru prowadzonego przez jednostkÍ samorzπdu terytorialnego;;
921;Muzeum Tradycji i OrÍøa Jednostki Strzeleckiej w Be≥chatowie (w organizacji);97-400;Be≥chatÛw;Gmina Miasto Be≥chatÛw;be≥chatowski;£”DZKIE;ul.;dr. W≥odzimierza Rodziewicza;10;;;;;;;;"Zwiπzek Strzelecki ""Strzelec"" JÛzefa Pi≥sudskiego Jednostka Strzelecka 1001 w Be≥chatowie im. gen. dyw. Janusza G≥uchowskiego";;;;;utworzone przez osoby prawne;;
922;Muzeum Motoryzacji i Elektroniki w Pruszkowie (w organizacji) ;05-800;PruszkÛw;PruszkÛw;pruszkowski;MAZOWIECKIE;ul.;Inøynierska;27;;;;;;;;Marek Gawryszewski;;;;;Utworzone przez osoby fizyczne;;
923;Muzeum SamochodÛw Sportowych w Warszawie (w organizacji);02-820;Warszawa;gmina m. UrsynÛw;m. st. Warszawa;MAZOWIECKIE;ul.;Gawota;13A;;;;;;;;Rafa≥ Winiarski;;;;;Utworzone przez osoby fizyczne;;
924;Muzeum Fort Prusy w Nysie (w organizacji);48-300;Nysa;Nysa;nyski;OPOLSKIE;ul.;ObroÒcÛw Tobruku;1;;;;;;;;Stowarzyszenie PrzyjaciÛ≥ M≥odzieøy Harmonia w Chaosie;;;;;Utworzone przes osoby prawne;;
925;Muzeum PojazdÛw i PrzedmiotÛw Zabytkowych w Zabrzu (w organizacji);41-803;Zabrze;Zabrze;Zabrze;åL•SKIE;ul.;B. G≥owackiego ;5;1;;;;;;;Krzysztof Jentrzczok;;;;;Utworzone przez osoby fizyczne;;
926;Muzeum Wojska w Bia≥ymstoku;15-089;Bia≥ystok;Bia≥ystok;m.Bia≥ystok;PODLASKIE;ul.;Jana KiliÒskiego;7;;;;;;;;Miasto Bia≥ystok ;;;;2016-07-26;Samorzπdowe;;
927;"Muzeum Skansenowskie ""GottwaldÛwka"" w Kπtach Bystrzyckich (w organizacji)";57-540;Lπdek ZdrÛj;Lπdek ZdrÛj;k≥odzki;DOLNOåL•SKIE;;Kπty Bystrzyckie;23;;;;;;;;Renata CzapliÒska;Karina FugliÒska;;;;Utworzone przez osoby fizyczne;;
928;Muzeum O≥owianych ØolnierzykÛw w Øerkowicach (w organizacji);59-600;LwÛwek ålπski;LwÛwek ålπski;lwÛwecki ;DOLNOåL•SKIE;;Øerkowice;30D;;;;;;;;Bogdan Rudawski;Patryk Rudawski;;;;Utworzone przez osoby fizyczne;;
929;Muzeum Regionalne w Wolsztynie;64-200;Wolsztyn;Wolsztyn;wolsztyÒski;WIELKOPOLSKIE;ul.;5 stycznia ;34;;;;;;;;Gmina Wolsztyn;;;;;Samorzπdowe;;
930;Muzeum Chata Kawuloka w Istebnej (w organizacji);43-470;Istebna;Istebna;cieszyÒski;åL•SKIE;;Istebna;163;;;;;;;;Janusz Macoszek;;;;;Utworzone przez osoby fizyczne;;
931;"Muzeum Motoryzacji i Techniki ""Kiedyú to by≥o"" w Solcu (w organizacji)";05-532 ;Baniocha;GÛra Kalwaria;piaseczyÒski;MAZOWIECKIE;;Solec;127E;;;;;;;;Kamil Wilk;;;;;Utworzone przez osoby fizyczne;;
932;Muzeum KsiÍdza Jerzego Popie≥uszki w Warszawie;01-565;Warszawa;Warszawa- Øoliborz;warszawski;MAZOWIECKIE;ul.;Hozjusza;2;;;;;;;;Parafia Rzymskokatolicka åwiÍtego Stanis≥awa Kostki w Warszawie;;;;;Utworzone przez osoby prawne;;
933;"Muzeum PÛl Bitewnych ""PrzyczÛ≥ek Serocki"" w Zalesiu Borowym (w organizacji)";05-140 ;Serock;Serock;legionowski;MAZOWIECKIE;;Zalesie Borowe;11a;;;;;;;;Sebastian StÍpkowski;;;;;Utworzone przez osoby fizyczne;;
934;Muzeum Staroøytnego Hutnictwa åwiÍtokrzyskiego im. Mieczys≥awa Radwana w Nowej S≥upi (w organizacji);26-006;Nowa S≥upia;Nowa S≥upia;kielecki;åWI TOKRZYSKIE;ul.;åwiÍtokrzyska;59;;;;;;;;Miasto i Gmina Nowa S≥upia;;;;;Samorzπdowe;;
935;Muzeum Techniki Wojskowej w Borkowie (w organizacji);05-192;Cieksyn;Nasielsk;nowodworski;MAZOWIECKIE;ul.;Rzeczna;36;;;;;;;;Krzysztof GawÍda;;;;;Utworzone przez osoby fizyczne;;
936;Muzeum Historii Najnowszej Radomia w Radomiu (w organizacji);26-600;Radom; Radom;grodzki Radom;MAZOWIECKIE;ul.;RwaÒska 2/ Rynek 15 oraz RwaÒska 4/ Rynek 14/Grodzka 1;;;;;;;;;"Oúrodek Kultury i Sztuki ""Resursa Obywatelska""";;;;;Utworzone przez osoby prawne;;
937;RoztoczaÒskie Muzeum PRL w Zamoúciu (w organizacji);22-400;ZamoúÊ;ZamoúÊ;ZamoúÊ;LUBELSKIE;ul.;WeteranÛw;6;;;;;;;;Tomasz Paku≥a;;;;;Utworzone przez osoby fizyczne;;
938;"Muzeum ""WYSPA KLASYK”W"" w åwinoujúciu (w organizacji)";72-600;åwinoujúcie;åwinoujúcie;åwinoujúcie;ZACHODNIOPOMORSKIE;ul.;Krzywa;7a;3;;;;;;;Jacek Kimel;;;;;Utworzone przez osoby fizyczne;;
939;Wilekopolskie Muzeum Motoryzacji i Dawnej Techniki w Nowej Wsi KrÛlewskiej ( w organizacji) ;62-204;Wrzeúnia;PoznaÒ Nowe Miasto;PoznaÒ;WIELKOPOLSKIE;;Nowa Wieú KrÛlewska;24;;;;;;;;S≥awomir Koúmicki;;;;;Utworzone przez osoby fizyczne;;
940;Muzeum Iluzji w Warszawie ( w organizacji) ;03-736;Warszawa;Warszawa;Warszawa;MAZOWIECKIE;;Plac Konesera;1;;;;;;;;Museum of Illusion sp. z o.o.;;;;;Utworzone przez osoby prawne;;
941;"Muzeum Motoryzacji ""Titek"" w Tarnowskich GÛrach ( w organizacji) ";42-600;Tarnowskie GÛry;Tarnowskie GÛry;Tarnowskie GÛry;åL•SKIE;ul.;åwidra;12;;;;;;;;Tomasz Wilczek;;;;;Utworzone przez osoby fizyczne;;
942;Muzeum Uniwersytetu Wroc≥awskiego we Wroc≥awiu;50-137;Wroc≥aw;Wroc≥aw;Wroc≥aw;DOLNOåL•SKIE;;Plac Uniwersytecki;1;;;;;;;;Uniwersytet Wroc≥awski;;;;;Utworzone przez osoby prawne;;
943;Muzeum Dzieci Polskich - ofiar totalitaryzmu. Niemiecki nazistowski obÛz dla polskich dzieci w £odzi (1942-1945);90-103;£odü;£Ûdü;m. £Ûdü;£”DZKIE;ul.;Piotrkowska;90;;;;;;;;Minister Kultury, Dziedzictwa Narodowego i Sportu;;;;;PaÒstwowe;;
944;"Muzeum Militarne ""Pogranicze"" w Szczytnej ( w organizacji) ";57-330;Szczytna;Szczytna;k≥odzki;DOLNOåL•SKIE;ul.;Zamkowa;12;;;;;;;;Andrzej Wasielewski;;;;;Utworzone przez osoby fizyczne;;
